Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%),rate
GNN+Trans(10),0.9134475747894278,0.7517457278769566,18.127364314558424,17.609543329310632,5.705478462825291,30.968510432237412,0.0,3.0
GNN+Trans(20),0.9805111821086262,0.7544855874026773,15.723960228554779,15.524420478775406,6.38300377097616,30.961106553270856,0.0,3.0
GNN+Trans(30),0.9416497240778391,0.7490060781234716,17.23040185922123,16.799530082823726,6.83850701936206,30.956773115543385,0.0,3.0
GNN,0.8644676320272573,0.8045339171211654,19.97438664688613,17.78070912113291,3.2110125070129993,85.23296746349888,8.875638841567293,10.0
GNN+LSTM(3),0.8658688245315161,0.8051173217053922,19.901894287541463,17.722230355159382,4.8340309580099445,85.82783867647004,8.738074957410563,10.0
GNN+LSTM(5),0.8631431005110732,0.8066977310784326,19.95502372691536,17.79579958761791,4.785215503312457,85.90365832937199,8.665672913117547,10.0
GNN+LSTM(10),0.8724105621805792,0.8122768408679207,19.58703928530985,17.413872232902605,5.240514374875941,85.86776725766964,8.700596252129472,10.0
GNN+LSTM(20),0.8671507666098808,0.8059262308552699,19.778454370871245,17.595182095889122,6.203267627111692,85.40867410965095,8.712095400340715,10.0
GNN+LSTM(30),0.8603151618398637,0.8064507984179455,19.92068206585822,17.731523754072057,6.6783172592799955,85.83693837751179,8.742759795570699,10.0
GNN+Trans(3),0.8684880749574105,0.8077746549020448,19.83994647869115,17.682975888167068,5.890894147362783,85.91726869544345,8.695485519591141,10.0
GNN+Trans(5),0.8693313458262351,0.8069957659776935,19.807326668155575,17.63611000504391,5.75209576896752,85.88163522247122,8.716780238500851,10.0
GNN+Trans(10),0.8661413969335605,0.8056924646802953,19.854002538055443,17.66698474382905,5.795701272036798,85.69837813291397,8.735093696763203,10.0
GNN+Trans(20),0.8709412265758092,0.8055119086311658,19.78536431945438,17.588398435818966,6.967647755978664,85.224863620082,8.82793867120954,10.0
GNN+Trans(30),0.8674957410562181,0.8079219831840465,19.83065763959428,17.669170038929195,7.689448596062409,85.94235737721307,8.657155025553664,10.0
