Model,Success Rate,Avg Reward,Avg Latency All (ms),Avg Latency Success (ms),Processing Time (ms),Resource Utilization (%),Cloud Usage (%)
GNN,0.9587471131639723,0.6572882241379463,16.305172718349983,16.314261306715206,8.153017887342333,21.898679221859616,0.0
GNN+LSTM(3),0.9674076212471132,0.6678009193500684,16.43001078238722,16.422312463154306,11.39942071041389,21.89835172554701,0.0
GNN+LSTM(10),0.9626732101616629,0.6674387050047212,16.066069523943725,16.071104290936567,11.396527238723587,21.893655170981976,0.0
GNN+LSTM(20),0.9654157043879907,0.6709655516231448,16.076026985240055,16.062268454554527,12.81187397365482,21.88780278932351,0.0
GNN+LSTM(30),0.9207996535796766,0.6032151681188139,16.712932200108643,16.73508119311886,13.141698350669605,21.88282150508488,0.0
GNN+Trans(3),0.9283775981524249,0.6088503723408609,16.782506111815707,16.874685956494936,11.989485876802485,21.89835172554701,0.0
GNN+Trans(10),0.9501443418013856,0.6454052001692775,16.433889917070854,16.44973797171719,12.106296870917701,21.89365517098198,0.0
GNN+Trans(20),0.9687788683602772,0.6754264365010573,15.98681287028171,15.987602294903223,13.12811327173308,21.887802789323505,0.0
GNN+Trans(30),0.9572315242494226,0.6558227263786399,16.435046052150103,16.46047666043425,13.837153387124765,21.882821505084877,0.0
